id	idolId	name	evolutionName	rarity	attribute	type	appeal	stamina	technique	skillId	skillTitle	skillFields	conditionFields	personalSkillIds	skillFields1	conditionFields1	skillFields2	conditionFields2
592	niko	最高の瞬間を切り取って！	もぎゅっと”love”で接近中！	SR	pure	skill	5687	5171	6376	staminaRecovery_probability_none	あま～い恋はいかが？	technique,27	30	techniquePlus_passive_myself,skillInvocationUp_changeTeam_everyone	7		10,8	30
593	eri	熱々のうちに召し上がれ	スノーファンタジー	UR	natural	skill	12264	5966	14916	staminaRecovery_probability_none	温めてあげる♪	technique,32	33	appealPlusAndTechniquePlus_passive_everyone,voltageGain_spSkillTimes_none	5.2,2.6		technique,30	100,20
594	karin	ここ、さっきも通ったような......	L！L！L！（Love the Life We Live）	SR	pure	voltage	7915	6290	6089	voltageUp_probability_sameAttribute	気持ちを信じて	5,5.2	30	appealPlus_passive_sameAttribute,voltagePlus_musicStart_sameAttribute	3.2		2	30
595	lanzhu	世界にひとつだけ......	Luxury Chrismas	UR	cool	skill	13260	6296	13590	spGaugeGainRate_probability_none	アナタにも手伝ってほしいの！	sp,12	11	appealPlus_passive_sameAttribute,skillInvocationUpAc_acStart_myself	5.2		16	100
596	chika	動画とか見て勉強したんだ～	Luxury Chrismas	UR	elegant	sp	13590	8948	10608	spSkillUp_probability_none	何が入ってるかなー？	appeal,32	33	appealPlus_passive_sameTeam,spGaugeGainRate_musicStart_none	7		appeal,2.7	100
597	dia	悩んでしまいますわね	WATER BLUE NEW WORLD	SR	natural	sp	6290	5681	8320	spSkillUp_probability_none	がんばってきた時間が愛しい	appeal,22	30	appealPlus_passive_sameTeam,spSkillUp_acStart_none	5		appeal,8	30
598	umi	毎年すごくワクワクするんです	Luxury Chrismas	UR	smile	guard	5328	13182	9536	staminaRecovery_probability_none	最高のパーティーね♪	stamina,52	11	staminaPlus_passive_sameAttribute,skillInvocationUpAc_acStart_myself	4.2		10	100
599	rin	かわいくておいしいなんて最高	もぎゅっと”love”で接近中！	SR	pure	voltage	6548	4652	6032	appealUp_probability_sameTeam	もっと見ていてほしいにゃ！	5,7	30	appealPlus_passive_myself,voltageGain_acSuccess_none	7		appeal,7.6	100
600	shioriko	これで間違いないはず......	L！L！L！（Love the Life We Live）	SR	elegant	skill	6433	4569	5926	criticalRateUp_probability_sameTeam	思い切ってLet's Go!	10,7	30	appealPlus_passive_sameTeam,skillInvocationUp_acStart_everyone	5		10,8	30
601	ayumu	うん、待ってて！	祝福のともしび	UR	pure	voltage	14472	5721	13464	voltageGain_probability_none	2人で灯そう♡	appeal,42	33	appealPlusAndTechniquePlus_passive_sameTeam,voltageGain_appeal_none	7,3.5		appeal,15	50
602	mari	楽しいドライブの始まりよ〜！	魅惑の怪盗マリー	UR	pure	voltage	13799	7740	12117	appealUp_probability_sameTeam	捕まえてごらん	5,7.6	33	appealPlusAndTechniquePlus_passive_sameTeam,appealUp_acSuccess_sameTeam	7,3.5		5,8.6	50
603	kotori	はむっ。ん〜、美味しい！	もぎゅっと”love”で接近中！	SR	active	guard	5681	8320	6290	damageReduction_probability_none	ぴゅあらぶ♡	3,35	30	staminaPlus_passive_myself,damageReduction_changeTeamTimes_none	7		5,5.4	100,3
604	shizuku	ふふっ、雪ウサギです！	L！L！L！（Love the Life We Live）	SR	cool	skill	6899	5073	8320	appealUp_probability_sameTeam	どこまでも追いかけるよ！	5,7	30	appealPlus_passive_everyone,voltageGain_changeTeam_none	2.2		appeal,20	15
605	niko	作るのも可愛くなくっちゃね	晴れ晴れ新春	UR	cool	sp	12790	7740	13126	spGaugeGainUp_probability_sameTeam	新年もにこっと♪	10,6.6	33	appealPlus_passive_sameTeam,spSkillUp_acSuccess_none	7		appeal,7.5	100
606	ai	絶品のおしるこなの、推しだけに	晴れ晴れ新春	UR	smile	voltage	12664	9944	10938	voltageGain_probability_none	あけおめことよろー♪	appeal,37	33	appealPlus_passive_sameAttribute,appealPlus_acSuccessOnce_everyone	5.2		5	30
607	ruby	お姉ちゃんから教わったから	WATER BLUE NEW WORLD	SR	elegant	guard	5885	8320	6089	staminaRecovery_probability_none	ココロに刻むんだ！	stamina,32	30	staminaPlus_passive_everyone,shieldGain_stamina_none	2.2		stamina,20	50,100
608	emma	緊張するけど頑張って書こう！	晴れ晴れ新春	UR	cool	guard	6884	11841	8812	staminaRecovery_probability_none	そーれっ！	stamina,29	33	staminaPlus_passive_everyone,skillInvocationUp_acStart_everyone	4.2		5,6	100
609	setsuna	あとちょっとだったのに！	L！L！L！（Love the Life We Live）	SR	elegant	skill	5687	4480	7065	skillInvocationUp_probability_sameTeam	大好きがNonstop！	5,3.5	30	techniquePlus_passive_sameAttribute,criticalPlus_musicStart_everyone	3.2		3	30
610	hanayo	稲穂を編み込んでみたの	もぎゅっと”love”で接近中！	SR	cool	voltage	7065	4308	5858	appealUp_probability_sameType	めしあがれ♡	5,7	30	appealPlus_passive_sameType,voltagePlus_musicStart_sameType	4.2		1	100
611	rina	私、今すごく幸せ	Rina♡Cat	UR	natural	sp	11444	8751	13464	spGaugeGainRate_probability_none	はんぺん、ぎゅー	sp,9	33	appealPlus_passive_sameAttribute,spSkillUp_acSuccess_none	6.5		appeal,8	100
612	honoka	すっごくいい感じだった！	僕らは今のなかで	SR	pure	sp	6592	5767	8241	criticalRateUp_probability_sameTeam	We'll be star！	10,7	30	appealPlus_passive_sameTeam,spGaugeGainUp_spSkillTimes_sameTeam	5		30,9	100,1
613	karin	ん〜、トラちゃんどこ〜……	寅ユニット結成！！	UR	smile	voltage	12926	9612	10608	appealUp_probability_sameTeam	私に勝てるかしら	5,9	33	appealPlus_passive_sameTeam,appealUp_changeTeam_sameAttribute	7		3,2	100
614	kotori	いくよ〜、えいっ！	寅ユニット結成！！	UR	cool	guard	7740	13799	12117	damageReduction_probability_none	お散歩の時間だよー！	4,33	33	staminaPlus_passive_sameTeam,shieldGain_acSuccess_none	7		stamina,3.2	100
615	ayumu	ふふっ、かわいい〜	虹色のワルツ	SR	natural	voltage	7827	6385	6385	voltageGain_probability_none	どうかな……？	appeal,37	30	appealPlus_passive_everyone,voltageGain_acSuccessOnce_none	2.2		appeal,77	100
616	hanamaru	おーいトラちゃーん！	寅ユニット結成！！	UR	elegant	skill	11424	5426	11709	spGaugeGainRate_probability_none	テッペン目指すずら！	sp,8	33	techniquePlus_passive_sameAttribute,criticalPlus_musicStart_everyone	5.2		1.2	100
617	maki	よしよし、いい子ね……	僕らは今のなかで	SR	cool	sp	6664	3682	7191	spGaugeGainUp_probability_sameAttribute	とびきりの笑顔で♪	2,11.2	30	techniquePlus_passive_myself,spGaugeGainUp_spSkillTimes_sameAttribute	7		10,24	100,1
618	chika	モデルは動いちゃだめだよ〜	MY舞☆TONIGHT	SR	pure	skill	6490	4559	6490	staminaRecovery_probability_none	最高の今日にしよう！	technique,29	30	techniquePlus_passive_myself,voltageGain_changeTeam_none	7		technique,20	15
619	kanan	ここは伸びやかに歌う、っと	Grand blue fairy	UR	natural	voltage	14007	7858	12301	voltageGain_probability_none	キミを惑わせちゃおうかな	appeal,42	33	appealPlus_passive_sameAttribute,appealPlus_musicStart_sameTeam	5.2		2.5	100
620	mia	いきなりこんなのは無理だもん！	I'm here	UR	natural	sp	13325	9224	11616	spSkillUp_probability_none	ボクから目を離さないでよね	appeal,40	33	appealPlus_passive_sameAttribute,spGaugeGainRate_acStart_none	5.2		appeal,1	100
621	rin	見て見てー！　雪だよー！	僕らは今のなかで	SR	elegant	guard	5767	8857	5974	damageReduction_probability_none	夢は大きく！	5,20	30	staminaPlus_passive_myself,shieldGain_stamina_none	7		stamina,13.2	80,100
622	kasumi	う、嬉しいよぉ……	虹色のワルツ	SR	cool	voltage	8034	5767	6797	appealUp_probability_sameTeam	かすみんは待ってますよ♡	5,7	30	appealPlus_passive_sameTeam,voltageGain_acSuccess_none	5		appeal,30	30
623	yoshiko	チョ、チョコがーっ！	ロゼ♡スイート	UR	smile	sp	12453	8414	12790	spGaugeGainUp_probability_sameTeam	悪い子にはあげないからね♡	3,50	33	appealPlus_passive_sameAttribute,spGaugeGainRate_musicStart_none	5.2		technique,3	100
624	maki	もう　からかわないで！	ロゼ♡スイート	UR	cool	voltage	14137	7405	12117	voltageUp_probability_sameAttribute	隣に来てもいいわよ	3,9	33	appealPlus_passive_sameAttribute,voltageUpAc_acStart_myself	5.2		15	100
625	niko	百本、作っていくんだからね！	僕らは今のなかで	SR	elegant	sp	6592	6181	7827	spGaugeGainRate_probability_none	みんなを笑顔にさせちゃうにこ！	sp,7	30	appealPlus_passive_sameAttribute,spGaugeGainUp_spSkillTimes_sameAttribute	3.2		10,24	100,1
626	kanata	バラ型のチョコを作ったの！	ロゼ♡スイート	UR	cool	skill	9816	5610	12620	skillInvocationUp_probability_sameGrade	彼方ちゃんの愛たっぷりだよ〜♡	5,4.5	33	appealPlus_passive_sameAttribute,criticalPlus_musicStart_everyone	4.2		2.5	50
627	mari	最高にシャイニーよ！	MY舞☆TONIGHT	SR	elegant	voltage	6664	4559	6313	voltageUp_probability_sameAttribute	もっとアツくなりましょ！	5,5.2	30	appealPlus_passive_sameAttribute,voltageGain_acSuccess_none	3.2		appeal,7.6	100
628	emma	このバラが一番ピッタリだと思う	虹色のワルツ	SR	active	guard	4735	7367	5436	damageReduction_probability_none	一緒に踊りたいな♪	5,20	30	staminaPlus_passive_sameAttribute,shieldGain_acSuccess_none	3.2		stamina,6.6	100
629	lanzhu	決まりね！　早くいくわよ！	Like a Doll	UR	pure	voltage	13464	9760	10433	voltageUp_probability_sameTeam	ランジュのとっておきなのよ！	5,8.2	33	appealPlusAndTechniquePlus_passive_everyone,voltagePlus_musicStart_sameAttribute	5.2,2.6		2	100
630	umi	口にクリームがついてますよ	僕らは今のなかで	SR	pure	sp	6797	5562	8241	skillInvocationUp_probability_sameTeam	弱気な私にさよなら！	5,4	30	techniquePlus_passive_sameTeam,staminaRecovery_spSkill_none	5		technique,6	50
631	ai	そのまま......、動かないでね～	♡猫日和♡	UR	natural	guard	9760	14810	9087	staminaRecovery_probability_none	猫と寝転ぶ♡	stamina,32	33	staminaPlus_passive_sameAttribute,voltageGain_acSuccess_none	5.2		stamina,37	45
632	dia	リボンの好きな黒猫ちゃ～ん	♡猫日和♡	UR	smile	skill	13126	6058	14472	criticalRateUp_probability_sameTeam	にゃんにゃんですわ♪	5,15	33	appealPlus_passive_sameSchool,criticalUpAc_acStart_sameTeam	5.2		5	100
633	ruby	みんなリボンに夢中になってる！	MY舞☆TONIGHT	SR	active	skill	5974	5767	8857	shieldGain_probability_none	ルビィと踊ろ♪	technique,27	30	techniquePlus_passive_myself,voltageGain_changeTeam_none	7		technique,20	15
634	nozomi	店員さんからお礼だって	♡猫日和♡	UR	pure	skill	9424	8853	10281	criticalRateUp_probability_sameAttribute	ウチと遊んでほしいな♡	5,14.4	33	appealPlus_passive_sameAttribute,staminaRecovery_criticalTimes_none	4.2		technique,20	10,5
635	kotori	あっ！このしっぽ！	僕らは今のなかで	SR	cool	voltage	7363	4209	5963	appealUp_probability_everyone	強い自分になっていくよ♪	5,3.2	30	appealPlus_passive_myself,appealUp_acSuccess_everyone	7		5,4	100
636	karin	ふふっ、くすぐったい	虹色のワルツ	SR	natural	guard	5986	7191	5263	damageReduction_probability_none	エスコートは任せたわ	3,35	30	staminaPlus_passive_myself,shieldGain_stamina_none	7		stamina,13.2	80,100
637	shizuku	なにか言ってくださいよ〜	Nostalgic Scean	UR	natural	sp	13799	6732	13126	spGaugeGainRate_probability_none	あなたの声を聞きたくて	sp,9	33	appealPlus_passive_sameAttribute,spSkillUp_acSuccess_none	5.2		appeal,33	100
638	eri	あら、恥ずかしがってる？	リラックス＆リフレッシュ	UR	pure	guard	8883	15374	9907	staminaRecovery_probability_none	喜んでくれるかしら	stamina,40	33	staminaPlus_passive_sameTeam,staminaRecovery_changeTeamTimes_none	7		stamina,30	100,2
639	you	はむっ……	MY舞☆TONIGHT	SR	smile	skill	6592	5562	8445	staminaRecovery_probability_none	あたらしいことを始めよう！	technique,29	30	techniquePlus_passive_myself,voltageGain_changeTeam_none	7		technique,3	100
640	shioriko	しっかり学びたいので	翠いカナリア	SR	active	guard	5681	8524	6089	staminaRecovery_probability_none	ありのままの私をみてください！	stamina,32	30	staminaPlus_passive_sameGrade,damageReduction_changeTeamTimes_none	3.2		5,8	100,2
641	shioriko	シュシュを作っていきましょう！	Colorful♡Knitting	UR	active	skill	13590	5304	14252	voltageUp_probability_sameTeam	自信作ができました♪	5,8.2	33	appealPlus_passive_sameTeam,staminaRecovery_acStart_none	7		technique,6	100
642	honoka	できたー！	Colorful♡Knitting	UR	elegant	voltage	14137	6394	13126	voltageUp_probability_sameSchool	受け取ってくれる？	5,7.2	33	appealPlus_passive_sameAttribute,appealPlus_musicStart_sameAttribute	5.2		2	100
643	hanayo	可愛いチャームがいっぱい	僕らは今のなかで	SR	active	sp	7622	5767	7211	spGaugeGainUp_probability_everyone	まだ始まったばかり！	3,6.4	30	appealPlus_passive_myself,spGaugeGainRate_musicStart_none	7		appeal,4	100
644	setsuna	このシュシュとっても可愛いです	Colorful♡Knitting	UR	cool	guard	5610	12620	9816	shieldGain_probability_none	喜んでくれますか？	technique,29	33	staminaPlus_passive_sameAttribute,staminaRecovery_changeTeamOnce_none	5.2		technique,55	100
645	ai	で〜きた！	虹色のワルツ	SR	natural	skill	6490	4033	7017	criticalRateUp_probability_sameAttribute	このドレス、ど〜れす？	10,5	30	appealPlus_passive_sameAttribute,appealUp_acStart_everyone	3.2		4,4	100
646	hanamaru	困ったことがあったら言ってね	MY舞☆TONIGHT	SR	pure	voltage	7191	4735	5613	spSkillUp_probability_none	大きく広がれ！	appeal,22	30	appealPlus_passive_sameGrade,voltagePlus_musicStart_sameGrade	3.2		1	100
647	umi	わあ、綺麗……	Spring Breeze	UR	elegant	sp	12453	6732	14472	spGaugeGainRate_probability_none	春風を感じながら	sp,9	33	appealPlusAndTechniquePlus_passive_sameAttribute,voltageGain_spSkillTimes_none	6.5,3.2		technique,30	100,20
648	yoshiko	ふふっ、こっちが優勢よ	MY舞☆TONIGHT	SR	natural	sp	7211	4324	9064	spSkillUp_probability_none	輝きたいところ	technique,22	30	techniquePlus_passive_myself,spGaugeGainRate_musicStart_none	7		technique,4	100
649	ruby	もぐもぐ……もぐ	ラブリー♡ベリー♡	UR	smile	guard	9760	13799	10098	damageReduction_probability_none	あま〜いっ♡	4,35	33	staminaPlus_passive_sameAttribute,staminaRecovery_acSuccess_none	5.2		stamina,8.8	100
650	niko	ケーキ作りならニコに任せなさい	ラブリー♡ベリー♡	UR	active	voltage	14007	8540	11616	appealUp_probability_sameSchool	ほら、隣に座って？	5,9	33	appealPlus_passive_sameSchool,criticalUp_changeTeam_sameAttribute	5.2		3,10	30
651	riko	あーん	MY舞☆TONIGHT	SR	smile	voltage	8034	5562	7004	voltageUp_probability_everyone	明日へとつなげよう！	5,4	30	appealPlus_passive_sameTeam,voltagePlus_musicStart_everyone	5		1	30
652	mari	シャイニーストロベリーミルクよ	ラブリー♡ベリー♡	UR	active	sp	11424	5140	11995	spSkillUp_probability_none	マリーのスペシャルティータイム	technique,32	33	appealPlus_passive_sameTeam,spGaugeGainUp_acSuccess_sameTeam	7		5,10	100
653	mia	できた！ いちご、取れたよ	虹色のワルツ	SR	cool	skill	6664	3508	7367	spGaugeGainRate_probability_none	緊張しなくていいよ	sp,7	30	techniquePlus_passive_sameGrade,spGaugeGainUp_acSuccess_everyone	5.2		10,8	30
654	shizuku	品種名も覚えているので	虹色のワルツ	SR	smile	guard	5436	7541	4559	damageReduction_probability_none	とっても楽しいです♪	10,10	30	staminaPlus_passive_myself,staminaRecovery_acStart_none	7		stamina,4.5	100
655	you	なんだかロマンチック♪	マジカル☆YELL	UR	cool	voltage	14692	7858	11616	voltageGain_probability_none	届け！マジカルパワー☆	appeal,42	33	appealPlus_passive_sameSchool,voltageGain_acSuccess_none	5.2		appeal,10.5	100
656	kasumi	どっちのほうがかわいいですか？	ファンシー☆ピンク	UR	elegant	sp	13126	6394	14137	shieldGain_probability_none	かすみんしか勝たんよね？	technique,40	33	appealPlus_passive_sameTeam,staminaRecovery_acStart_none	7		technique,7.5	100
657	eri	私のももう少しでできるわ	僕らは今のなかで	SR	elegant	sp	7827	5562	7211	spSkillUp_probability_none	これからよ！	appeal,22	30	appealPlus_passive_sameAttribute,voltageGain_spSkillTimes_none	3.2		appeal,7	100,10
658	dia	仕方ありませんわね	MY舞☆TONIGHT	SR	pure	guard	5974	8857	5767	shieldGain_probability_none	夢見て踊りましょう	stamina,27	30	staminaPlus_passive_sameAttribute,shieldGain_acSuccess_none	3.2		stamina,6.6	100
659	emma	春を感じてる	夜桜乙女	UR	elegant	voltage	13590	7956	11600	voltageGain_probability_none	月に照らされて	appeal,37	33	appealPlus_passive_sameSchool,appealUp_acSuccess_sameSchool	5.2		5,4	100
660	ayumu	ごめん、遅くなって	夜桜乙女	UR	smile	sp	13464	9087	11106	spSkillUp_probability_none	思いを馳せて	appeal,32	33	appealPlus_passive_sameAttribute,spGaugeGainRate_acSuccess_none	5.2		appeal,8	30
661	nozomi	お花見にはぴったりでしょ？	僕らは今のなかで	SR	active	sp	6592	6592	7415	spGaugeGainRate_probability_none	胸の熱さで乗り切ろ♪	sp,7	30	techniquePlus_passive_sameAttribute,spSkillUp_acStart_none	3.2		appeal,8	30
662	riko	今なら、書ける気がするの！	夜桜乙女	UR	smile	skill	9710	6568	12280	skillInvocationUp_probability_sameAttribute	時を忘れて	5,4.5	33	appealPlus_passive_sameAttribute,criticalPlus_musicStart_everyone	4.2		1.2	100
663	kanan	ほら、あそこに北斗七星があるの	MY舞☆TONIGHT	SR	elegant	skill	4910	5613	7017	shieldGain_probability_none	道がまた開けたよ	technique,27	30	techniquePlus_passive_sameSchool,staminaRecovery_acSuccess_none	5		stamina,6.6	100
664	kanata	こっちの方が楽かも〜	虹色のワルツ	SR	cool	voltage	6140	5787	5613	voltageGain_probability_none	大人の魅力が溢れちゃう〜	appeal,37	30	appealPlus_passive_everyone,appealUp_musicStart_everyone	2.2		10,8	50
665	rin	どうかにゃ？	いま誓いを果たす時	UR	cool	skill	14137	6732	12790	voltageGain_probability_none	お迎えにあがりました！	appeal,60	33	appealPlusAndTechniquePlus_passive_sameAttribute,voltageUp_acSuccess_sameAttribute	6.5,3.2		5,3.9	100
666	setsuna	次のライブのための研究です！	虹色のワルツ	SR	natural	guard	6592	8445	5562	shieldGain_probability_none	一曲踊りましょう！	stamina,27	30	staminaPlus_passive_myself,shieldGain_stamina_none	7		stamina,20	100,50
667	hanayo	ん〜！ 美味しい！！	Happy♡Sweet♡Easter	UR	active	sp	12453	7405	13799	spGaugeGainUp_probability_sameTeam	花陽うさぎだよ♡	5,32	33	appealPlus_passive_sameTeam,spGaugeGainRate_acStart_none	7		technique,1	100
668	chika	って、わああっ！	Happy♡Sweet♡Easter	UR	smile	voltage	14472	6732	12453	voltageUp_probability_sameTeam	楽しい春をお届け☆	5,8.2	33	appealPlus_passive_sameAttribute,voltageGain_acSuccess_none	5.2		appeal,10.5	100
669	lanzhu	それじゃあ、行って来るわね！	虹色のワルツ	SR	elegant	sp	7827	4120	8652	spGaugeGainUp_probability_sameSchool	ランジュを見ててね！	5,4.8	30	appealPlus_passive_sameSchool,spGaugeGainUp_changeTeamOnce_sameSchool	5		30,9	100
670	shizuku	見つけられて本当によかったです	Happy♡Sweet♡Easter	UR	active	guard	6854	13423	8282	damageReduction_probability_none	幸せおひとついかがですか？	5,26	33	staminaPlus_passive_sameAttribute,staminaRecovery_acStart_none	5.2		stamina,7.5	100
671	umi	丁寧に貼って……っと	A song for You! You? You!!	SR	active	voltage	7674	4104	6069	appealUp_probability_sameAttribute	いつもの場所で	3,6.4	30	appealPlus_passive_sameAttribute,appealUp_acStart_everyone	3.2		3,7.2	100
672	rina	ぴょんぴょん	虹色のワルツ	SR	pure	sp	6664	3332	7541	spGaugeGainRate_probability_none	大人な気分……♪	sp,7	30	techniquePlus_passive_myself,spGaugeGainRate_acSuccess_none	7		technique,3	30
673	niko	あ、足がしびれて、もうだめ……	パンキッシュ☆にこ	UR	natural	sp	13371	6684	15129	spGaugeGainRate_probability_none	まかせなさい！	sp,9	33	appealPlusAndTechniquePlus_passive_sameAttribute,appealUp_spSkill_everyone	5.2,2.6		5,12	100
674	ai	これくらい余裕余裕♪	月夜のいざない	UR	cool	sp	13178	6242	15259	spGaugeGainRate_probability_none	素顔はあなただけ	sp,9	33	appealPlus_passive_sameTeam,spSkillOverChargeAndSpSkillUpEx_sameAttribute_none	7		200,30	100
675	mia	今のみた？？ すごい！！	Colorful Dreams! Colorful Smiles!	SR	smile	guard	6272	8782	5854	staminaRecovery_probability_none	ベイビーちゃん、行くよ	stamina,32	30	staminaPlus_passive_sameSchool,staminaRecovery_acSuccess_none	5		stamina,6.6	100
676	hanamaru	あっという間だったずら	未来の僕らは知ってるよ	SR	cool	skill	7735	4182	8990	criticalRateUp_probability_sameAttribute	夢のカタチを探して	5,4.2	30	techniquePlus_passive_sameAttribute,criticalRateUp_changeTeam_sameAttribute	3.2		5,4	100
677	honoka	私、お医者さんだから！	ミラクルスペシャリスト	UR	natural	guard	11274	14692	8200	damageReduction_probability_none	痛いの痛いの、飛んでいけ〜♪	5,27	33	staminaPlus_passive_sameAttribute,staminaRecovery_acStart_none	5.2		stamina,7.2	100
678	dia	燃えているのは2階です！	ミラクルスペシャリスト	UR	active	voltage	14007	8200	11958	voltageUp_probability_sameSchool	放水！はじめ！	5,7.2	33	appealPlus_passive_sameTeam,voltageUpAc_acStart_sameTeam	7		5	100
679	karin	こっちも似合ってるかしら？	Colorful Dreams! Colorful Smiles!	SR	active	skill	7317	4808	8782	appealUp_probability_sameSchool	一緒に始めましょう？	5,7	30	appealPlus_passive_sameSchool,criticalPlus_musicStart_sameSchool	7		1	100
680	ayumu	働くのって楽しいな	ミラクルスペシャリスト	UR	elegant	guard	7266	13080	8720	staminaRecovery_probability_none	街の平和を守りましょう！	stamina,28	33	staminaPlus_passive_everyone,staminaRecovery_changeTeamOnce_none	4.2		stamina,60	100
681	yoshiko	お荷物をお届けに参りました	未来の僕らは知ってるよ	SR	pure	voltage	7140	5355	5355	voltageGain_probability_none	きっと大きな夢にあえるはず	appeal,37	30	appealPlus_passive_sameType,appealUp_acSuccess_everyone	4.2		5,4	100
682	eri	麺棒を使って、薄く、まぁるく	A song for You! You? You!!	SR	cool	sp	5175	4998	7674	spGaugeGainRate_probability_none	大切なタカラモノ	sp,7	30	techniquePlus_passive_sameAttribute,spGaugeGainRate_musicStart_none	3.2		technique,4	100
683	mari	乗ってみたくなったかしら？	パッションステージ	UR	pure	sp	13325	6834	14007	spGaugeGainRate_probability_none	パッション、届いてる〜？	sp,9	33	appealPlusAndTechniquePlus_passive_everyone,skillInvocationUp_spSkill_sameTeam	5.2,2.6		5,15	100
684	setsuna	おまけですっ！ えいっ！	Colorful Dreams! Colorful Smiles!	SR	active	voltage	8782	5854	6272	appealUp_probability_sameSchool	夢を響かせましょう！	5,7	30	appealPlus_passive_sameSchool,voltagePlus_musicStart_sameSchool	3.2		1	100
685	you	やっほー。お目覚めかな？	ゆめかわ♡ワンダーランド	UR	natural	sp	13325	7173	13668	spSkillUp_probability_none	たまにはのんびりもいいよね？	technique,32	33	appealPlus_passive_sameAttribute,spSkillUp_acSuccess_none	5.2		technique,7.5	100
686	kasumi	プリンセスになれるんですね！	ゆめかわ♡ワンダーランド	UR	pure	guard	9760	14472	9424	damageReduction_probability_none	ゆめかわかすみんになれちゃう！	5,27	33	staminaPlus_passive_sameSchool,staminaRecovery_acSuccess_none	5.2		stamina,8.5	100
687	chika	ふああ……とろけちゃう〜	未来の僕らは知ってるよ	SR	elegant	guard	5018	9200	6691	damageReduction_probability_none	未来をどうしようかな！	5,20	30	staminaPlus_passive_sameSchool,staminaRecovery_stamina_none	3.2		stamina,20	50,100
688	rin	お花の冠？ かわいいにゃ……	ゆめかわ♡ワンダーランド	UR	smile	sp	10465	6394	12208	spSkillUp_probability_none	かわいいでいっぱいにゃ！	technique,32	33	techniquePlus_passive_friends,spGaugeGainRate_musicStart_none	5.2		technique,9	30
689	shioriko	かわいいです……	Colorful Dreams! Colorful Smiles!	SR	cool	guard	5263	7191	5086	shieldGain_probability_none	心を繋いで行きましょう	stamina,27	30	staminaPlus_passive_sameGrade,shieldGain_acSuccess_none	3.2		stamina,2.4	100
690	nozomi	気に入っちゃった♪	A song for You! You? You!!	SR	smile	skill	4461	6069	7317	staminaRecovery_probability_none	希パワー注入！	technique,29	30	techniquePlus_passive_sameTeam,staminaRecovery_acSuccess_none	5		technique,6.6	100
691	lanzhu	最っ高のドリンクの完成よ！	悠々スクランブル	UR	active	sp	13872	6242	14565	spGaugeGainRate_probability_none	ランジュの虜になりなさい？	sp,9	33	appealPlusAndTechniquePlus_passive_sameAttribute,spSkillUp_spSkillTimes_none	5.2,2.6		appeal,30	100,10
692	kotori	えへへ、柔軟は得意なんだ！	エレガントナイトパーティー	UR	pure	voltage	14565	7976	12138	voltageGain_probability_none	ことりと踊ってくれる？	appeal,42	33	appealPlusAndTechniquePlus_passive_sameTeam,appealUp_appeal_sameTeam	7,3.5		3,5	50
693	emma	順番に全部読んじゃおう！	Colorful Dreams! Colorful Smiles!	SR	natural	voltage	8990	3763	8153	voltageGain_probability_none	心をつないで歌いましょう	appeal,37	30	appealPlus_passive_sameAttribute,appealUp_musicStart_sameAttribute	3.2		10,4.2	100
694	kanan	さあプリンセス、なんてね♪	未来の僕らは知ってるよ	SR	pure	sp	8782	5018	7109	spSkillUp_probability_none	期待ではじけ飛ぼう！	appeal,22	30	appealPlus_passive_sameAttribute,spSkillUp_acStart_none	3.2		appeal,2.6	100
695	kanata	遥ちゃんが大好きなのだ〜♪	Powerful☆Rock Girls	UR	active	voltage	13799	7405	12453	voltageUp_probability_everyone	彼方ちゃんの音を聴け〜	5,6.2	33	appealPlus_passive_sameAttribute,appealUp_acSuccess_sameAttribute	5.2		5,4	100
696	eri	握る時はあまり力を入れずに……	Powerful☆Rock Girls	UR	smile	guard	8883	14350	10934	damageReduction_probability_none	さあ、ついて来なさい！	4,33	33	staminaPlus_passive_sameAttribute,shieldGain_acSuccess_none	5.2		stamina,3.2	100
697	mari	ロックは熱い魂の叫び！	未来の僕らは知ってるよ	SR	natural	skill	7317	4390	9200	spGaugeGainRate_probability_none	雲の間に間に	sp,7	30	techniquePlus_passive_sameAttribute,skillInvocationUp_acStart_sameAttribute	3.2		5,3.5	100
698	karin	今から聴かせてあげる	Powerful☆Rock Girls	UR	cool	sp	10281	6283	11995	spSkillUp_probability_none	ビートを刻むわよ♪	technique,32	33	techniquePlus_passive_sameAttribute,spGaugeGainRate_acStart_none	5.2		technique,2	30
699	honoka	じゃーん！ギターも穂乃果です！	A song for You! You? You!!	SR	elegant	guard	4998	7497	5355	damageReduction_probability_none	夢は消えないよ	3,35	30	staminaPlus_passive_sameTeam,staminaRecovery_acStart_none	5		stamina,4.5	100
700	dia	こんな感じはどうでしょう	未来の僕らは知ってるよ	SR	active	voltage	6960	4641	6246	spSkillUp_probability_none	ひとつひとつ乗り越えて	appeal,22	30	appealPlus_passive_sameGrade,voltageGain_acSuccess_none	3.2		appeal,7.6	100
701	riko	だーめ。まだ途中だからあとでね	Forest Symphony	UR	elegant	voltage	14350	8540	11274	voltageGainAndAppealUp_probability_sameAttribute	いちにのさんはいっ♪	appeal,45,3,12	33	appealPlusAndTechniquePlus_passive_everyone,criticalUpAc_acStart_sameAttribute	5.2,2.6		10	50
